Date,Location,medium,Samples,Sampling_Notes,Water_temp,Plating_notes,Temp_incubation,P1_qty_sample,Image_24h_fluo_plate_one,P1_fluo_halo_colonies,P1_fluo_other,Plate_one_24h_image,P1_24h_big_blue,P1_24h_med_blue,P1_24h_green,P1_24h_turq,P1_24h_pink,P1_24h_other,Comments_p1_24h,Plate_one_48h_image,P1_48h_big_blue,P1_48h_med_blue,P1_48h_green,P1_48h_turq,P1_48h_pink,P1_48h_other,Comments_p1_48h,P2_qty_sample,Image_24h_fluo_plate_two,P2_fluo_halo_colonies,P2_fluo_other,Plate_two_24h_image,P2_24h_big_blue,P2_24h_med_blue,P2_24h_green,P2_24h_turq,P2_24h_pink,P2_24h_other,Comments_p2_24h,Plate_two_48h_image,P2_48h_big_blue,P2_48h_med_blue,P2_48h_green,P2_48h_turq,P2_48h_pink,P2_48h_other,Comments_p2_48h,P3_qty_sample,Image_24h_fluo_plate_three,p3_fluo_halo_colonies,p3_fluo_other,Plate_three_24h_image,P3_24h_big_blue,P3_24h_med_blue,P3_24h_green,P3_24h_turq,P3_24h_pink,P3_24h_other,Comments_p3_24h,Plate_three_48h_image,P3_48h_big_blue,P3_48h_med_blue,P3_48h_green,P3_48h_turq,P3_48h_pink,P3_48h_other,Comments_p3_48h,latitude,longitude,Location_Image
24.07.17,MRD,easy_gel,3,"Waves at sight, sampling not effective",0,No comments,37,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.43166167,6.908961667,1500895656638.jpg
24.07.17,VNX,levine,1,No comments,21,No comments,37,0.5,none,0,0,VNX1-22_58_49.JPG,0,0,0,0,0,0,No comments,VNX1-22_59_3.JPG,0,0,0,0,3,10,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.44056,6.900426667,none
24.07.17,VNX,unil_kitchen,1,No comments,21,No comments,37,0.5,none,0,0,VNX1-13_28_8.JPG,0,0,0,0,0,38,No comments,VNX1-13_28_27.JPG,0,0,0,0,0,80,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.44056,6.900426667,none
24.07.17,Echandens,levine,1,No comments,18,No comments,37,0.5,none,0,0,Venoges-23_1_53.JPG,0,0,0,0,0,0,TMTC,Venoges-23_2_6.JPG,0,0,0,0,0,0,TMTC,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.534908,6.552701,none
31.07.17,Echandens,easy_gel,1,No comments,18,No comments,37,0.5,Venoges-22_1_13.JPG,45,0,none,0,0,0,0,0,0,TMTC on UV,Venoges-22_1_54.JPG,0,0,0,0,0,0,TMTC,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.534908,6.552701,none
31.07.17,SVT,easy_gel,3,No comments,22,No comments,37,4,SVT1-21_28_38.JPG,1,0,none,0,0,0,0,0,0,No count,SVT1-21_29_46.JPG,1,0,0,0,2,0,No comments,4,SVT2-21_28_48.JPG,0,0,none,0,0,0,0,0,,No comments,SVT2-21_29_56.JPG,0,2,0,0,0,0,No comments,4,SVT3-21_29_9.JPG,1,0,none,0,0,0,0,0,0,No count,SVT3-21_30_24.JPG,1,39,0,0,3,0,No comments,46.43815817,6.90512736,1501497810113.jpg
31.07.17,VNX,easy_gel,3,No comments,22,No comments,37,4,Vernex1-21_44_49.JPG,2,0,none,0,0,0,0,0,0,No count,VNX1-21_45_32.JPG,2,5,0,0,5,70,No comments,4,Vernex2-21_44_57.JPG,0,0,none,0,0,0,0,0,0,No count,VNX2-21_45_40.JPG,0,0,0,0,3,1,No comments,4,Vernex3-21_45_11.JPG,0,0,none,0,0,0,0,0,0,No count,VNX3-21_45_52.JPG,0,5,0,0,2,0,No comments,46.44057737,6.90047651,1501493707200.jpg
31.07.17,MRD,easy_gel,3,No comments,22,No comments,37,4,MRD1-22_13_59.JPG,1,0,none,0,0,0,0,0,0,No count,MRD1-22_14_32.JPG,2,8,0,0,5,5,No comments,4,MRD2-22_14_6.JPG,1,0,none,0,0,0,0,0,0,No count,MRD2-22_14_39.JPG,1,6,0,0,3,8,No comments,4,MRD3-22_14_14.JPG,2,0,none,0,0,0,0,0,0,No count,MRD3-22_14_47.JPG,2,8,0,0,6,8,No comments,46.43171633,6.90909679,1501497121110.jpg
31.07.17,Hackuarium tap,easy_gel,1,No comments,18,No comments,37,4,Tap-22_22_3.JPG,0,0,none,0,0,0,0,0,0,No comments,Tap-22_22_17.JPG,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.531845,6.591533,none
03.07.17,MRD,levine,1,added oct,22,No comments,37,0.5,none,0,,IMG_7801.jpg,6,90,0,0,0,0,big blue= metallic green (E coli),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.17,MRD,unil_kitchen,1,added oct,22,No comments,37,0.5,none,0,,IMG_7800.jpg,0,200,0,0,0,0,"colony mix, 3 types�",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.07.17,SVT,levine,1,added oct,22,No comments,37,0.5,none,0,0,IMG_7798. JPG,0,3,0,0,0,1,"medium blue=purple colonies, coliform (no metallic green)",SVT1-22_53_48.JPG,0,0,0,0,0,2,No comments,0.5,none,0,0,SVT2-22_53_35.JPG,0,0,0,0,0,1,No comments,SVT2-22_53_55.JPG,0,0,0,0,1,1,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.43820667,6.905156667,none
03.07.17,SVT,unil_kitchen,1,added oct,22,No comments,37,0.5,none,0,,IMG_7797.JPG,0,200,0,0,0,0,"colony mix, pale and yellower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.07.17,Echandens,easy_gel,1,added oct,18,No comments,37,0.5,Venoges.JPG,9,0,,,,,0,,0,"blue smear bottom, guesstimate esp for UV - no count for 24h here�",Venoges.JPG,9,25,0,3,1,4,1 yellow & 3 whites other,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.535602,6.552227,none
10.07.17,SVT,micrology_card,1,added oct,24,No comments,37,1,none,0,0,cardsvt.JPG,0,21,0,0,8,0,"for cards, blue and pink are not the same as on plates",none,0,0,0,0,0,0,no count,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.43787545,6.90456398,none
10.07.17,MRD,micrology_card,1,added oct,24,No comments,37,1,none,0,0,cardmrd.JPG,0,314,0,0,0,0,"for cards, blue and pink are not the same as on plates",none,0,0,0,0,0,0,no count,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.4317977,6.90900768,none
10.07.17,VNX,micrology_card,1,added oct,24,No comments,37,1,cardUV.jpg,0,0,cardvernex.JPG,0,49,0,0,17,0,"for cards, blue and pink are not the same as on plates",none,0,0,0,0,0,0,no count,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.44040907,6.90029499,
26.06.17,Echandens,unil_kitchen,1,No comments,18,"moved unil kitchen data here, out of plate 2 slot",37,0.5,none,0,0,NAfilter-16_56_5.JPG,0,0,0,0,0,0,NAVenoge.JPG with TMTC,none,0,0,0,0,0,0,picture venoges48NAplate.JPG with TMTC 48h,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.534677,6.5396,none
26.06.17,Hackuarium tap,unil_kitchen,1,No comments,18," Plate one non-selective ""UNIL Kitchen""",37,0.5,none,0,0,NATAP-16_54_19.JPG,0,0,0,0,0,0,"Non selective ""UNIL Kitchen""",none,0,0,0,0,0,0," Non selective ""UNIL Kitchen""",0.5,none,0,0,none,0,0,0,0,0,0,no comments,none,0,0,0,0,0,0,No comments,4,none,0,0,none,0,0,0,0,0,0,No comments,none,0,0,0,0,0,0,No comments,46.532964,6.591603,none
